"location","date","age_group","target","value"
"36","2024-01-20","0-0.49","cum hosp",1672.334475
"35","2024-01-20","0-0.49","cum hosp",344.84065
"27","2024-01-20","0-0.49","cum hosp",391.055445
"26","2024-01-20","0-0.49","cum hosp",767.277675
"24","2024-01-20","0-0.49","cum hosp",289.357072
"13","2024-01-20","0-0.49","cum hosp",261.278814
"09","2024-01-20","0-0.49","cum hosp",155.99863
"08","2024-01-20","0-0.49","cum hosp",516.7981735
"06","2024-01-20","0-0.49","cum hosp",922.998479
"US","2024-01-20","0-0.49","cum hosp",17631.061931
"49","2024-01-20","50-64","cum hosp",67.654197
"47","2024-01-20","50-64","cum hosp",231.30234
"41","2024-01-20","50-64","cum hosp",78.954732
"36","2024-01-20","50-64","cum hosp",1175.145807
"35","2024-01-20","50-64","cum hosp",55.39897
"27","2024-01-20","50-64","cum hosp",101.361234
"26","2024-01-20","50-64","cum hosp",363.36027
"24","2024-01-20","50-64","cum hosp",322.98241
"13","2024-01-20","50-64","cum hosp",405.1108
"09","2024-01-20","50-64","cum hosp",269.636892
"08","2024-01-20","50-64","cum hosp",164.228834
"06","2024-01-20","50-64","cum hosp",1152.46698
"US","2024-01-20","50-64","cum hosp",11947.15231
"49","2024-01-20","0-4","cum hosp",821.58585
"47","2024-01-20","0-4","cum hosp",630.835076
"41","2024-01-20","0-4","cum hosp",240.694432
"36","2024-01-20","0-4","cum hosp",3939.228023
"35","2024-01-20","0-4","cum hosp",1206.346992
"27","2024-01-20","0-4","cum hosp",1179.210072
"26","2024-01-20","0-4","cum hosp",1952.050575
"24","2024-01-20","0-4","cum hosp",695.839716
"13","2024-01-20","0-4","cum hosp",644.807445
"09","2024-01-20","0-4","cum hosp",485.798725
"08","2024-01-20","0-4","cum hosp",1947.44404
"06","2024-01-20","0-4","cum hosp",2806.520716
"US","2024-01-20","0-4","cum hosp",52333.770519
"49","2024-01-20","18-130","cum hosp",232.23985
"47","2024-01-20","18-130","cum hosp",878.79552
"41","2024-01-20","18-130","cum hosp",415.004594
"36","2024-01-20","18-130","cum hosp",5233.079268
"35","2024-01-20","18-130","cum hosp",177.181236
"27","2024-01-20","18-130","cum hosp",592.599724
"26","2024-01-20","18-130","cum hosp",1758.76836
"24","2024-01-20","18-130","cum hosp",1522.120356
"13","2024-01-20","18-130","cum hosp",1543.94895
"09","2024-01-20","18-130","cum hosp",1314.976845
"08","2024-01-20","18-130","cum hosp",692.815029
"06","2024-01-20","18-130","cum hosp",6288.816906
"US","2024-01-20","18-130","cum hosp",53768.492397
"06","2024-01-20","0-0.99","cum hosp",1492.27299
"08","2024-01-20","0-0.99","cum hosp",897.6464595
"09","2024-01-20","0-0.99","cum hosp",256.954745
"13","2024-01-20","0-0.99","cum hosp",338.375432
"24","2024-01-20","0-0.99","cum hosp",435.176715
"26","2024-01-20","0-0.99","cum hosp",1142.391205
"27","2024-01-20","0-0.99","cum hosp",616.4999775
"35","2024-01-20","0-0.99","cum hosp",575.84535
"36","2024-01-20","0-0.99","cum hosp",2321.189514
"41","2024-01-20","0-0.99","cum hosp",129.888528
"47","2024-01-20","0-0.99","cum hosp",406.15956
"49","2024-01-20","0-0.99","cum hosp",403.30656
"US","2024-01-20","0-0.99","cum hosp",27415.2516155
"06","2024-01-20","1-4","cum hosp",1250.545216
"08","2024-01-20","1-4","cum hosp",1026.467718
"09","2024-01-20","1-4","cum hosp",225.504279
"13","2024-01-20","1-4","cum hosp",298.971231
"24","2024-01-20","1-4","cum hosp",258.836094
"26","2024-01-20","1-4","cum hosp",804.899568
"27","2024-01-20","1-4","cum hosp",553.283997
"35","2024-01-20","1-4","cum hosp",626.755324
"36","2024-01-20","1-4","cum hosp",1683.404093
"41","2024-01-20","1-4","cum hosp",108.549442
"47","2024-01-20","1-4","cum hosp",218.739014
"49","2024-01-20","1-4","cum hosp",409.421476
"US","2024-01-20","1-4","cum hosp",24448.134536
"06","2024-01-20","5-64","cum hosp",2405.38084
"08","2024-01-20","5-64","cum hosp",428.263629
"09","2024-01-20","5-64","cum hosp",481.452678
"13","2024-01-20","5-64","cum hosp",724.815127
"24","2024-01-20","5-64","cum hosp",580.193053
"26","2024-01-20","5-64","cum hosp",710.15434
"27","2024-01-20","5-64","cum hosp",269.162349
"35","2024-01-20","5-64","cum hosp",152.233384
"36","2024-01-20","5-64","cum hosp",2093.108057
"41","2024-01-20","5-64","cum hosp",171.409989
"47","2024-01-20","5-64","cum hosp",376.409869
"49","2024-01-20","5-64","cum hosp",197.568133
"US","2024-01-20","5-64","cum hosp",23667.763562
"49","2024-01-27","0.5-0.99","cum hosp",172.8756765
"47","2024-01-27","0.5-0.99","cum hosp",118.64649
"41","2024-01-27","0.5-0.99","cum hosp",44.069322
"36","2024-01-27","0.5-0.99","cum hosp",669.148536
"35","2024-01-27","0.5-0.99","cum hosp",244.39839
"27","2024-01-27","0.5-0.99","cum hosp",241.3095075
"26","2024-01-27","0.5-0.99","cum hosp",383.6388375
"24","2024-01-27","0.5-0.99","cum hosp",148.032699
"13","2024-01-27","0.5-0.99","cum hosp",79.595698
"09","2024-01-27","0.5-0.99","cum hosp",104.023
"08","2024-01-27","0.5-0.99","cum hosp",415.8337715
"06","2024-01-27","0.5-0.99","cum hosp",580.753534
"US","2024-01-27","0.5-0.99","cum hosp",10332.9735215
"49","2024-01-27","65-130","cum hosp",133.3108
"47","2024-01-27","65-130","cum hosp",749.687246
"41","2024-01-27","65-130","cum hosp",371.949168
"36","2024-01-27","65-130","cum hosp",3445.977992
"35","2024-01-27","65-130","cum hosp",98.430332
"27","2024-01-27","65-130","cum hosp",477.817828
"26","2024-01-27","65-130","cum hosp",1466.6613
"24","2024-01-27","65-130","cum hosp",1099.552077
"13","2024-01-27","65-130","cum hosp",1172.904251
"09","2024-01-27","65-130","cum hosp",931.96179
"08","2024-01-27","65-130","cum hosp",518.259546
"06","2024-01-27","65-130","cum hosp",4499.851057
"US","2024-01-27","65-130","cum hosp",42132.447108
"49","2024-01-27","0-130","cum hosp",1188.435776
"49","2024-01-27","1-1.99","cum hosp",223.449096
"47","2024-01-27","0-130","cum hosp",1673.284466
"47","2024-01-27","1-1.99","cum hosp",101.385539
"41","2024-01-27","0-130","cum hosp",762.9597
"41","2024-01-27","1-1.99","cum hosp",65.593216
"36","2024-01-27","0-130","cum hosp",9690.99467
"36","2024-01-27","1-1.99","cum hosp",685.5465
"35","2024-01-27","0-130","cum hosp",1438.554115
"35","2024-01-27","1-1.99","cum hosp",372.776646
"27","2024-01-27","0-130","cum hosp",1966.492512
"27","2024-01-27","1-1.99","cum hosp",345.969552
"26","2024-01-27","0-130","cum hosp",3962.669625
"26","2024-01-27","1-1.99","cum hosp",325.650015
"24","2024-01-27","0-130","cum hosp",2398.05383
"24","2024-01-27","1-1.99","cum hosp",119.17764
"13","2024-01-27","0-130","cum hosp",2420.766242
"13","2024-01-27","1-1.99","cum hosp",142.321674
"09","2024-01-27","0-130","cum hosp",1959.009149
"09","2024-01-27","1-1.99","cum hosp",104.279175
"08","2024-01-27","0-130","cum hosp",3064.378944
"08","2024-01-27","1-1.99","cum hosp",509.478831
"06","2024-01-27","0-130","cum hosp",9993.843607
"06","2024-01-27","1-1.99","cum hosp",573.205248
"US","2024-01-27","0-130","cum hosp",116270.0231
"US","2024-01-27","1-1.99","cum hosp",12528.560147
"49","2024-01-27","5-17","cum hosp",89.412352
"47","2024-01-27","5-17","cum hosp",78.157266
"41","2024-01-27","5-17","cum hosp",46.056722
"36","2024-01-27","5-17","cum hosp",375.049088
"35","2024-01-27","5-17","cum hosp",67.450412
"27","2024-01-27","5-17","cum hosp",82.907096
"26","2024-01-27","5-17","cum hosp",152.60719
"24","2024-01-27","5-17","cum hosp",83.726496
"13","2024-01-27","5-17","cum hosp",107.059623
"09","2024-01-27","5-17","cum hosp",47.250378
"08","2024-01-27","5-17","cum hosp",168.618114
"06","2024-01-27","5-17","cum hosp",446.46203
"US","2024-01-27","5-17","cum hosp",5067.590948
"49","2024-01-27","18-49","cum hosp",57.705681
"47","2024-01-27","18-49","cum hosp",69.861144
"41","2024-01-27","18-49","cum hosp",57.981856
"36","2024-01-27","18-49","cum hosp",592.268904
"35","2024-01-27","18-49","cum hosp",42.028231
"27","2024-01-27","18-49","cum hosp",89.168634
"26","2024-01-27","18-49","cum hosp",202.278
"24","2024-01-27","18-49","cum hosp",181.026936
"13","2024-01-27","18-49","cum hosp",236.856393
"09","2024-01-27","18-49","cum hosp",176.32008
"08","2024-01-27","18-49","cum hosp",123.831746
"06","2024-01-27","18-49","cum hosp",853.34155
"US","2024-01-27","18-49","cum hosp",7371.05821
"49","2024-01-27","2-4","cum hosp",223.774848
"47","2024-01-27","2-4","cum hosp",128.26695
"41","2024-01-27","2-4","cum hosp",45.342683
"36","2024-01-27","2-4","cum hosp",1017.427343
"35","2024-01-27","2-4","cum hosp",298.004553
"27","2024-01-27","2-4","cum hosp",228.723996
"26","2024-01-27","2-4","cum hosp",479.249553
"24","2024-01-27","2-4","cum hosp",144.01395
"13","2024-01-27","2-4","cum hosp",166.90428
"09","2024-01-27","2-4","cum hosp",124.33344
"08","2024-01-27","2-4","cum hosp",594.898788
"06","2024-01-27","2-4","cum hosp",795.442526
"US","2024-01-27","2-4","cum hosp",13181.71491
"49","2024-01-27","0-0.49","cum hosp",285.021974
"47","2024-01-27","0-0.49","cum hosp",294.68155
"41","2024-01-27","0-0.49","cum hosp",88.138644
"36","2024-01-27","0-0.49","cum hosp",1712.921469
"35","2024-01-27","0-0.49","cum hosp",358.23434
"27","2024-01-27","0-0.49","cum hosp",399.862125
"26","2024-01-27","0-0.49","cum hosp",784.32829
"24","2024-01-27","0-0.49","cum hosp",295.99624
"13","2024-01-27","0-0.49","cum hosp",268.713577
"09","2024-01-27","0-0.49","cum hosp",165.18135
"08","2024-01-27","0-0.49","cum hosp",540.1218305
"06","2024-01-27","0-0.49","cum hosp",957.2229735
"US","2024-01-27","0-0.49","cum hosp",18305.07161
"49","2024-01-27","50-64","cum hosp",72.932184
"47","2024-01-27","50-64","cum hosp",239.465952
"41","2024-01-27","50-64","cum hosp",95.210118
"36","2024-01-27","50-64","cum hosp",1295.375246
"35","2024-01-27","50-64","cum hosp",55.39897
"27","2024-01-27","50-64","cum hosp",109.987722
"26","2024-01-27","50-64","cum hosp",407.28294
"24","2024-01-27","50-64","cum hosp",336.49118
"13","2024-01-27","50-64","cum hosp",427.7312
"09","2024-01-27","50-64","cum hosp",281.755404
"08","2024-01-27","50-64","cum hosp",180.859602
"06","2024-01-27","50-64","cum hosp",1224.04878
"US","2024-01-27","50-64","cum hosp",12827.468796
"49","2024-01-27","0-4","cum hosp",915.281598
"47","2024-01-27","0-4","cum hosp",649.079021
"41","2024-01-27","0-4","cum hosp",245.434134
"36","2024-01-27","0-4","cum hosp",4017.610081
"35","2024-01-27","0-4","cum hosp",1277.315052
"27","2024-01-27","0-4","cum hosp",1225.757838
"26","2024-01-27","0-4","cum hosp",1977.798975
"24","2024-01-27","0-4","cum hosp",709.133788
"13","2024-01-27","0-4","cum hosp",665.016885
"09","2024-01-27","0-4","cum hosp",501.23532
"08","2024-01-27","0-4","cum hosp",2085.26696
"06","2024-01-27","0-4","cum hosp",2974.614072
"US","2024-01-27","0-4","cum hosp",54836.448174
"49","2024-01-27","18-130","cum hosp",259.13078
"47","2024-01-27","18-130","cum hosp",928.227768
"41","2024-01-27","18-130","cum hosp",469.431426
"36","2024-01-27","18-130","cum hosp",5609.108916
"35","2024-01-27","18-130","cum hosp",188.665205
"27","2024-01-27","18-130","cum hosp",636.823584
"26","2024-01-27","18-130","cum hosp",1909.29358
"24","2024-01-27","18-130","cum hosp",1603.49157
"13","2024-01-27","18-130","cum hosp",1660.78833
"09","2024-01-27","18-130","cum hosp",1410.348792
"08","2024-01-27","18-130","cum hosp",775.402251
"06","2024-01-27","18-130","cum hosp",6683.76676
"US","2024-01-27","18-130","cum hosp",57924.511133
"06","2024-01-27","0-0.99","cum hosp",1537.9765075
"08","2024-01-27","0-0.99","cum hosp",955.955602
"09","2024-01-27","0-0.99","cum hosp",269.20435
"13","2024-01-27","0-0.99","cum hosp",348.309275
"24","2024-01-27","0-0.99","cum hosp",444.028939
"26","2024-01-27","0-0.99","cum hosp",1167.9671275
"27","2024-01-27","0-0.99","cum hosp",641.1716325
"35","2024-01-27","0-0.99","cum hosp",602.63273
"36","2024-01-27","0-0.99","cum hosp",2382.070005
"41","2024-01-27","0-0.99","cum hosp",132.207966
"47","2024-01-27","0-0.99","cum hosp",413.32804
"49","2024-01-27","0-0.99","cum hosp",457.8976505
"US","2024-01-27","0-0.99","cum hosp",28638.0451315
"06","2024-01-27","1-4","cum hosp",1368.647774
"08","2024-01-27","1-4","cum hosp",1104.377619
"09","2024-01-27","1-4","cum hosp",228.612615
"13","2024-01-27","1-4","cum hosp",309.225954
"24","2024-01-27","1-4","cum hosp",263.19159
"26","2024-01-27","1-4","cum hosp",804.899568
"27","2024-01-27","1-4","cum hosp",574.693548
"35","2024-01-27","1-4","cum hosp",670.781199
"36","2024-01-27","1-4","cum hosp",1702.973843
"41","2024-01-27","1-4","cum hosp",110.935899
"47","2024-01-27","1-4","cum hosp",229.652489
"49","2024-01-27","1-4","cum hosp",447.223944
"US","2024-01-27","1-4","cum hosp",25710.275057
"06","2024-01-27","5-64","cum hosp",2523.85236
"08","2024-01-27","5-64","cum hosp",473.309462
"09","2024-01-27","5-64","cum hosp",505.325862
"13","2024-01-27","5-64","cum hosp",771.647216
"24","2024-01-27","5-64","cum hosp",601.244612
"26","2024-01-27","5-64","cum hosp",762.16813
"27","2024-01-27","5-64","cum hosp",282.063452
"35","2024-01-27","5-64","cum hosp",164.877613
"36","2024-01-27","5-64","cum hosp",2262.693238
"41","2024-01-27","5-64","cum hosp",199.248696
"47","2024-01-27","5-64","cum hosp",387.484362
"49","2024-01-27","5-64","cum hosp",220.050217
"US","2024-01-27","5-64","cum hosp",25266.117954
"49","2024-02-03","0.5-0.99","cum hosp",197.125417
"47","2024-02-03","0.5-0.99","cum hosp",118.64649
"41","2024-02-03","0.5-0.99","cum hosp",44.069322
"36","2024-02-03","0.5-0.99","cum hosp",689.442033
"35","2024-02-03","0.5-0.99","cum hosp",264.488925
"27","2024-02-03","0.5-0.99","cum hosp",250.1161875
"26","2024-02-03","0.5-0.99","cum hosp",392.164145
"24","2024-02-03","0.5-0.99","cum hosp",150.245755
"13","2024-02-03","0.5-0.99","cum hosp",92.028621
"09","2024-02-03","0.5-0.99","cum hosp",113.20572
"08","2024-02-03","0.5-0.99","cum hosp",437.2085515
"06","2024-02-03","0.5-0.99","cum hosp",603.4990055
"US","2024-02-03","0.5-0.99","cum hosp",10881.7573585
"49","2024-02-03","65-130","cum hosp",156.002
"47","2024-02-03","65-130","cum hosp",763.118125
"41","2024-02-03","65-130","cum hosp",413.548746
"36","2024-02-03","65-130","cum hosp",3684.737584
"35","2024-02-03","65-130","cum hosp",101.657556
"27","2024-02-03","65-130","cum hosp",521.709236
"26","2024-02-03","65-130","cum hosp",1528.712355
"24","2024-02-03","65-130","cum hosp",1132.966765
"13","2024-02-03","65-130","cum hosp",1237.060304
"09","2024-02-03","65-130","cum hosp",992.987046
"08","2024-02-03","65-130","cum hosp",559.391256
"06","2024-02-03","65-130","cum hosp",4684.523467
"US","2024-02-03","65-130","cum hosp",44559.830892
"49","2024-02-03","0-130","cum hosp",1323.485296
"49","2024-02-03","1-1.99","cum hosp",229.721193
"47","2024-02-03","0-130","cum hosp",1729.529322
"47","2024-02-03","1-1.99","cum hosp",101.385539
"41","2024-02-03","0-130","cum hosp",813.82368
"41","2024-02-03","1-1.99","cum hosp",67.918937
"36","2024-02-03","0-130","cum hosp",10123.45285
"36","2024-02-03","1-1.99","cum hosp",715.002
"35","2024-02-03","0-130","cum hosp",1516.257038
"35","2024-02-03","1-1.99","cum hosp",389.721039
"27","2024-02-03","0-130","cum hosp",2057.95728
"27","2024-02-03","1-1.99","cum hosp",347.742456
"26","2024-02-03","0-130","cum hosp",4073.02245
"26","2024-02-03","1-1.99","cum hosp",325.650015
"24","2024-02-03","0-130","cum hosp",2459.38513
"24","2024-02-03","1-1.99","cum hosp",119.17764
"13","2024-02-03","0-130","cum hosp",2551.03169
"13","2024-02-03","1-1.99","cum hosp",144.902637
"09","2024-02-03","0-130","cum hosp",2053.157463
"09","2024-02-03","1-1.99","cum hosp",107.334975
"08","2024-02-03","0-130","cum hosp",3255.902628
"08","2024-02-03","1-1.99","cum hosp",531.174429
"06","2024-02-03","0-130","cum hosp",10382.709117
"06","2024-02-03","1-1.99","cum hosp",631.828512
"US","2024-02-03","0-130","cum hosp",121917.424222
"US","2024-02-03","1-1.99","cum hosp",12908.974749
"49","2024-02-03","5-17","cum hosp",108.27277
"47","2024-02-03","5-17","cum hosp",78.157266
"41","2024-02-03","5-17","cum hosp",46.056722
"36","2024-02-03","5-17","cum hosp",383.839301
"35","2024-02-03","5-17","cum hosp",67.450412
"27","2024-02-03","5-17","cum hosp",84.835168
"26","2024-02-03","5-17","cum hosp",152.60719
"24","2024-02-03","5-17","cum hosp",83.726496
"13","2024-02-03","5-17","cum hosp",114.572579
"09","2024-02-03","5-17","cum hosp",50.546916
"08","2024-02-03","5-17","cum hosp",189.468741
"06","2024-02-03","5-17","cum hosp",459.218088
"US","2024-02-03","5-17","cum hosp",5337.143658
"49","2024-02-03","18-49","cum hosp",60.824907
"47","2024-02-03","18-49","cum hosp",81.504668
"41","2024-02-03","18-49","cum hosp",57.981856
"36","2024-02-03","18-49","cum hosp",608.720818
"35","2024-02-03","18-49","cum hosp",42.028231
"27","2024-02-03","18-49","cum hosp",93.86172
"26","2024-02-03","18-49","cum hosp",218.46024
"24","2024-02-03","18-49","cum hosp",188.569725
"13","2024-02-03","18-49","cum hosp",255.433365
"09","2024-02-03","18-49","cum hosp",176.32008
"08","2024-02-03","18-49","cum hosp",134.370618
"06","2024-02-03","18-49","cum hosp",887.475212
"US","2024-02-03","18-49","cum hosp",7788.28792
"49","2024-02-03","2-4","cum hosp",255.278504
"47","2024-02-03","2-4","cum hosp",131.93172
"41","2024-02-03","2-4","cum hosp",45.342683
"36","2024-02-03","2-4","cum hosp",1027.068158
"35","2024-02-03","2-4","cum hosp",311.534762
"27","2024-02-03","2-4","cum hosp",234.179427
"26","2024-02-03","2-4","cum hosp",487.801707
"24","2024-02-03","2-4","cum hosp",144.01395
"13","2024-02-03","2-4","cum hosp",169.590096
"09","2024-02-03","2-4","cum hosp",130.550112
"08","2024-02-03","2-4","cum hosp",621.14976
"06","2024-02-03","2-4","cum hosp",844.671868
"US","2024-02-03","2-4","cum hosp",13688.703945
"49","2024-02-03","0-0.49","cum hosp",312.3058495
"47","2024-02-03","0-0.49","cum hosp",301.85003
"41","2024-02-03","0-0.49","cum hosp",90.458082
"36","2024-02-03","0-0.49","cum hosp",1723.014531
"35","2024-02-03","0-0.49","cum hosp",378.324875
"27","2024-02-03","0-0.49","cum hosp",410.41719
"26","2024-02-03","0-0.49","cum hosp",792.8535975
"24","2024-02-03","0-0.49","cum hosp",300.422352
"13","2024-02-03","0-0.49","cum hosp",276.14834
"09","2024-02-03","0-0.49","cum hosp",165.18135
"08","2024-02-03","0-0.49","cum hosp",563.4454875
"06","2024-02-03","0-0.49","cum hosp",979.968445
"US","2024-02-03","0-0.49","cum hosp",18866.7463425
"49","2024-02-03","50-64","cum hosp",80.609256
"47","2024-02-03","50-64","cum hosp",259.874982
"41","2024-02-03","50-64","cum hosp",104.49891
"36","2024-02-03","50-64","cum hosp",1372.942626
"35","2024-02-03","50-64","cum hosp",64.50565
"27","2024-02-03","50-64","cum hosp",126.162387
"26","2024-02-03","50-64","cum hosp",425.251305
"24","2024-02-03","50-64","cum hosp",347.54381
"13","2024-02-03","50-64","cum hosp",450.3516
"09","2024-02-03","50-64","cum hosp",290.844288
"08","2024-02-03","50-64","cum hosp",205.805754
"06","2024-02-03","50-64","cum hosp",1245.52332
"US","2024-02-03","50-64","cum hosp",13644.905533
"49","2024-02-03","0-4","cum hosp",1005.947384
"47","2024-02-03","0-4","cum hosp",660.025388
"41","2024-02-03","0-4","cum hosp",250.173836
"36","2024-02-03","0-4","cum hosp",4086.459186
"35","2024-02-03","0-4","cum hosp",1348.283112
"27","2024-02-03","0-4","cum hosp",1252.498044
"26","2024-02-03","0-4","cum hosp",2003.547375
"24","2024-02-03","0-4","cum hosp",715.780824
"13","2024-02-03","0-4","cum hosp",690.278685
"09","2024-02-03","0-4","cum hosp",519.759234
"08","2024-02-03","0-4","cum hosp",2179.20904
"06","2024-02-03","0-4","cum hosp",3129.940844
"US","2024-02-03","0-4","cum hosp",56857.128651
"49","2024-02-03","18-130","cum hosp",290.91097
"47","2024-02-03","18-130","cum hosp",972.167544
