"value","type_id","model_name","target_end_date","scenario_id","horizon","location","age_group"
219.9009492085,0.95,2,2023-11-18,1,1,"06","1-4"
227.71381496,0.975,2,2023-11-18,1,1,"06","1-4"
235.4466068441,0.99,2,2023-11-18,1,1,"06","1-4"
24.2069631442,0.01,2,2023-11-18,1,1,"06","5-64"
25.0238103216,0.025,2,2023-11-18,1,1,"06","5-64"
26.7407632241,0.05,2,2023-11-18,1,1,"06","5-64"
33.804026708,0.1,2,2023-11-18,1,1,"06","5-64"
49.4778660597,0.25,2,2023-11-18,1,1,"06","5-64"
88.4379871255,0.5,2,2023-11-18,1,1,"06","5-64"
112.8078671677,0.75,2,2023-11-18,1,1,"06","5-64"
140.3447779758,0.9,2,2023-11-18,1,1,"06","5-64"
148.0397044218,0.95,2,2023-11-18,1,1,"06","5-64"
155.4335404763,0.975,2,2023-11-18,1,1,"06","5-64"
158.8999646901,0.99,2,2023-11-18,1,1,"06","5-64"
17.7793991756,0.01,2,2023-11-18,1,1,"06","65-130"
20.3336228041,0.025,2,2023-11-18,1,1,"06","65-130"
23.8617370988,0.05,2,2023-11-18,1,1,"06","65-130"
26.9294782846,0.1,2,2023-11-18,1,1,"06","65-130"
38.535356429,0.25,2,2023-11-18,1,1,"06","65-130"
85.0270042057,0.5,2,2023-11-18,1,1,"06","65-130"
113.0360954621,0.75,2,2023-11-18,1,1,"06","65-130"
141.435183914,0.9,2,2023-11-18,1,1,"06","65-130"
150.4583246726,0.95,2,2023-11-18,1,1,"06","65-130"
153.7472970703,0.975,2,2023-11-18,1,1,"06","65-130"
156.9686193755,0.99,2,2023-11-18,1,1,"06","65-130"
29.0105253114,0.01,3,2023-11-18,1,1,"06","0-0.99"
31.8264984327,0.025,3,2023-11-18,1,1,"06","0-0.99"
40.1600315646,0.05,3,2023-11-18,1,1,"06","0-0.99"
51.5550022119,0.1,3,2023-11-18,1,1,"06","0-0.99"
82.5774445004,0.25,3,2023-11-18,1,1,"06","0-0.99"
192.8188179201,0.5,3,2023-11-18,1,1,"06","0-0.99"
313.5517213856,0.75,3,2023-11-18,1,1,"06","0-0.99"
396.5756507901,0.9,3,2023-11-18,1,1,"06","0-0.99"
425.4407566133,0.95,3,2023-11-18,1,1,"06","0-0.99"
432.9595484508,0.975,3,2023-11-18,1,1,"06","0-0.99"
445.4034355846,0.99,3,2023-11-18,1,1,"06","0-0.99"
70.9901441894,0.01,3,2023-11-18,1,1,"06","0-130"
85.2228454398,0.025,3,2023-11-18,1,1,"06","0-130"
102.7123495628,0.05,3,2023-11-18,1,1,"06","0-130"
129.1617626052,0.1,3,2023-11-18,1,1,"06","0-130"
209.7606967803,0.25,3,2023-11-18,1,1,"06","0-130"
545.2857745159,0.5,3,2023-11-18,1,1,"06","0-130"
770.89502697,0.75,3,2023-11-18,1,1,"06","0-130"
914.3061288625,0.9,3,2023-11-18,1,1,"06","0-130"
978.3471789642,0.95,3,2023-11-18,1,1,"06","0-130"
1025.7196302249,0.975,3,2023-11-18,1,1,"06","0-130"
1077.1111434609,0.99,3,2023-11-18,1,1,"06","0-130"
14.2818151144,0.01,3,2023-11-18,1,1,"06","1-4"
15.8407681278,0.025,3,2023-11-18,1,1,"06","1-4"
19.8253122255,0.05,3,2023-11-18,1,1,"06","1-4"
28.1360098297,0.1,3,2023-11-18,1,1,"06","1-4"
44.4994077404,0.25,3,2023-11-18,1,1,"06","1-4"
128.7780130139,0.5,3,2023-11-18,1,1,"06","1-4"
179.1743909607,0.75,3,2023-11-18,1,1,"06","1-4"
233.9863982709,0.9,3,2023-11-18,1,1,"06","1-4"
247.4347318652,0.95,3,2023-11-18,1,1,"06","1-4"
267.1087012696,0.975,3,2023-11-18,1,1,"06","1-4"
272.9455662582,0.99,3,2023-11-18,1,1,"06","1-4"
14.5861037961,0.01,3,2023-11-18,1,1,"06","5-64"
17.4591114226,0.025,3,2023-11-18,1,1,"06","5-64"
24.5841244915,0.05,3,2023-11-18,1,1,"06","5-64"
31.3538841399,0.1,3,2023-11-18,1,1,"06","5-64"
49.1609290672,0.25,3,2023-11-18,1,1,"06","5-64"
76.2533333264,0.5,3,2023-11-18,1,1,"06","5-64"
121.3193753115,0.75,3,2023-11-18,1,1,"06","5-64"
145.7165349904,0.9,3,2023-11-18,1,1,"06","5-64"
164.7960782296,0.95,3,2023-11-18,1,1,"06","5-64"
